lamppost_id,measurement_datetime,air_temperature_c,relative_humidity_pct,device_height_m,lp_latitude,lp_longitude,source_url
GF3844,2025-10-06T22:00:56,27.8,89.0,3.0,22.308128,114.211521,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3844_04.csv
GF3846,2025-10-06T22:10:42,27.9,83.0,3.0,22.308413,114.211648,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3846_04.csv
GF3851,2025-10-06T22:10:39,27.7,86.0,3.0,22.308709,114.211864,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3851_04.csv
AB4818,2025-10-06T22:30:32,28.6,79.0,3.0,22.315157,114.224991,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_AB4818_04.csv
DF1020,2025-10-06T22:40:16,29.3,78.0,3.0,22.31777,114.171015,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF1020_04.csv
DF3633,2025-10-06T22:40:25,28.0,82.0,3.0,22.333017,114.204519,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3633_04.csv
DF3637,2025-10-06T22:30:41,28.3,87.0,3.0,22.332194,114.204583,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3637_04.csv
DF3644,2025-10-06T22:30:32,28.3,80.0,5.0,22.331033,114.204639,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3644_02.csv
DF3647,2025-10-06T22:30:46,29.6,81.1,3.0,22.330369,114.20464,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3647_04.csv
DF3651,2025-10-06T22:40:14,29.4,81.0,3.0,22.329522,114.204611,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3651_04.csv
DF3654,2025-10-06T22:30:52,29.5,79.0,3.0,22.328862,114.204576,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3654_04.csv
E7692,2025-10-06T22:30:49,28.0,85.0,3.0,22.321696,114.209811,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_E7692_04.csv
E7710,2025-10-06T22:30:56,28.2,85.0,3.0,22.321498,114.207796,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_E7710_04.csv
GF0710,2025-10-06T22:30:37,28.3,78.0,3.0,22.32187,114.211365,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF0710_04.csv
GF3638,2025-10-06T22:30:10,28.7,87.0,3.0,22.314722,114.223885,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3638_04.csv
GF3640,2025-10-06T22:30:53,29.8,77.0,3.0,22.31493,114.224662,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3640_04.csv
GF3643,2025-10-06T22:30:30,29.4,83.0,3.0,22.314587,114.225609,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3643_04.csv
GF3644,2025-10-06T22:30:59,29.0,87.0,3.0,22.314045,114.225841,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3644_04.csv
GF3831,2025-10-06T22:30:38,27.7,87.0,3.0,22.309247,114.212971,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3831_04.csv
GF3839,2025-10-06T22:40:15,27.7,86.0,3.0,22.308653,114.211115,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3839_04.csv
GF3842,2025-10-06T22:40:07,28.0,83.0,3.0,22.308226,114.211083,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3842_04.csv
GF3844,2025-10-06T22:30:56,27.8,88.0,3.0,22.308128,114.211521,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3844_04.csv
GF3846,2025-10-06T22:30:43,27.8,83.0,3.0,22.308413,114.211648,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3846_04.csv
GF3851,2025-10-06T22:30:39,27.6,86.0,3.0,22.308709,114.211864,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3851_04.csv
AB4818,2025-10-06T23:10:33,28.5,79.0,3.0,22.315157,114.224991,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_AB4818_04.csv
DF1020,2025-10-06T23:10:17,29.0,78.0,3.0,22.31777,114.171015,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF1020_04.csv
DF3633,2025-10-06T23:10:25,27.8,83.0,3.0,22.333017,114.204519,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3633_04.csv
DF3637,2025-10-06T23:00:41,28.2,88.0,3.0,22.332194,114.204583,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3637_04.csv
DF3644,2025-10-06T23:10:33,28.1,81.0,5.0,22.331033,114.204639,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3644_02.csv
DF3647,2025-10-06T23:00:47,29.4,82.0,3.0,22.330369,114.20464,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3647_04.csv
DF3651,2025-10-06T23:10:15,29.2,81.0,3.0,22.329522,114.204611,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3651_04.csv
DF3654,2025-10-06T23:00:53,29.5,79.0,3.0,22.328862,114.204576,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3654_04.csv
E7692,2025-10-06T23:00:50,28.1,84.0,3.0,22.321696,114.209811,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_E7692_04.csv
E7710,2025-10-06T23:00:56,28.2,84.2,3.0,22.321498,114.207796,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_E7710_04.csv
GF0710,2025-10-06T23:00:37,28.3,76.0,3.0,22.32187,114.211365,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF0710_04.csv
GF3638,2025-10-06T23:10:07,28.5,87.0,3.0,22.314722,114.223885,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3638_04.csv
GF3640,2025-10-06T23:00:54,29.4,78.3,3.0,22.31493,114.224662,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3640_04.csv
GF3643,2025-10-06T23:10:31,29.2,83.0,3.0,22.314587,114.225609,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3643_04.csv
GF3644,2025-10-06T23:00:59,28.6,88.0,3.0,22.314045,114.225841,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3644_04.csv
GF3831,2025-10-06T23:10:39,27.7,87.9,3.0,22.309247,114.212971,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3831_04.csv
GF3839,2025-10-06T23:10:16,27.6,86.0,3.0,22.308653,114.211115,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3839_04.csv
GF3842,2025-10-06T23:10:08,27.8,83.0,3.0,22.308226,114.211083,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3842_04.csv
GF3844,2025-10-06T23:00:57,27.7,88.0,3.0,22.308128,114.211521,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3844_04.csv
GF3846,2025-10-06T23:10:43,27.8,83.0,3.0,22.308413,114.211648,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3846_04.csv
GF3851,2025-10-06T23:10:40,27.4,86.0,3.0,22.308709,114.211864,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3851_04.csv
AB4818,2025-10-06T23:30:34,28.4,79.0,3.0,22.315157,114.224991,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_AB4818_04.csv
DF1020,2025-10-06T23:30:17,29.4,76.2,3.0,22.31777,114.171015,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF1020_04.csv
DF3633,2025-10-06T23:30:26,27.7,83.0,3.0,22.333017,114.204519,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3633_04.csv
DF3637,2025-10-06T23:30:42,28.2,87.0,3.0,22.332194,114.204583,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3637_04.csv
DF3644,2025-10-06T23:30:34,28.3,80.0,5.0,22.331033,114.204639,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3644_02.csv
DF3647,2025-10-06T23:30:47,29.4,81.0,3.0,22.330369,114.20464,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3647_04.csv
DF3651,2025-10-06T23:30:15,29.0,82.0,3.0,22.329522,114.204611,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3651_04.csv
DF3654,2025-10-06T23:30:53,29.3,79.0,3.0,22.328862,114.204576,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3654_04.csv
E7692,2025-10-06T23:30:51,28.0,83.0,3.0,22.321696,114.209811,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_E7692_04.csv
E7710,2025-10-06T23:30:57,28.0,84.0,3.0,22.321498,114.207796,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_E7710_04.csv
GF0710,2025-10-06T23:30:38,28.1,77.0,3.0,22.32187,114.211365,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF0710_04.csv
GF3640,2025-10-06T23:30:54,29.2,78.4,3.0,22.31493,114.224662,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3640_04.csv
GF3643,2025-10-06T23:30:31,29.4,82.0,3.0,22.314587,114.225609,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3643_04.csv
GF3644,2025-10-06T23:30:00,28.8,87.1,3.0,22.314045,114.225841,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3644_04.csv
GF3831,2025-10-06T23:30:39,27.6,88.0,3.0,22.309247,114.212971,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3831_04.csv
GF3839,2025-10-06T23:30:16,27.6,86.0,3.0,22.308653,114.211115,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3839_04.csv
GF3842,2025-10-06T23:30:09,27.8,83.0,3.0,22.308226,114.211083,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3842_04.csv
GF3844,2025-10-06T23:30:58,27.6,88.0,3.0,22.308128,114.211521,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3844_04.csv
GF3846,2025-10-06T23:30:44,27.7,83.0,3.0,22.308413,114.211648,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3846_04.csv
GF3851,2025-10-06T23:30:40,27.4,86.0,3.0,22.308709,114.211864,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3851_04.csv
AB4818,2025-10-07T00:10:34,28.3,80.0,3.0,22.315157,114.224991,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_AB4818_04.csv
DF1020,2025-10-07T00:10:18,28.8,77.5,3.0,22.31777,114.171015,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF1020_04.csv
DF3633,2025-10-07T00:10:27,27.6,82.0,3.0,22.333017,114.204519,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3633_04.csv
DF3637,2025-10-07T00:00:43,28.1,87.0,3.0,22.332194,114.204583,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3637_04.csv
DF3644,2025-10-07T00:10:35,28.0,80.0,5.0,22.331033,114.204639,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3644_02.csv
DF3647,2025-10-07T00:00:48,29.4,81.0,3.0,22.330369,114.20464,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3647_04.csv
DF3651,2025-10-07T00:10:16,29.0,81.0,3.0,22.329522,114.204611,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3651_04.csv
DF3654,2025-10-07T00:00:54,29.2,79.0,3.0,22.328862,114.204576,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3654_04.csv
E7692,2025-10-07T00:00:51,27.9,84.4,3.0,22.321696,114.209811,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_E7692_04.csv
E7710,2025-10-07T00:00:58,27.9,85.0,3.0,22.321498,114.207796,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_E7710_04.csv
GF0710,2025-10-07T00:10:39,28.0,78.5,3.0,22.32187,114.211365,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF0710_04.csv
GF3638,2025-10-06T23:50:04,28.2,88.0,3.0,22.314722,114.223885,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3638_04.csv
GF3640,2025-10-07T00:00:55,29.5,78.0,3.0,22.31493,114.224662,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3640_04.csv
GF3643,2025-10-07T00:10:32,29.3,83.0,3.0,22.314587,114.225609,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3643_04.csv
GF3644,2025-10-07T00:10:01,28.3,89.0,3.0,22.314045,114.225841,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3644_04.csv
GF3831,2025-10-07T00:10:40,27.5,88.0,3.0,22.309247,114.212971,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3831_04.csv
GF3839,2025-10-07T00:10:17,27.5,87.0,3.0,22.308653,114.211115,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3839_04.csv
GF3842,2025-10-07T00:10:09,27.7,83.9,3.0,22.308226,114.211083,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3842_04.csv
GF3844,2025-10-07T00:00:58,27.6,89.0,3.0,22.308128,114.211521,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3844_04.csv
GF3846,2025-10-07T00:00:44,27.6,83.0,3.0,22.308413,114.211648,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3846_04.csv
GF3851,2025-10-07T00:10:41,27.3,86.0,3.0,22.308709,114.211864,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3851_04.csv
AB4818,2025-10-07T00:40:35,28.3,80.0,3.0,22.315157,114.224991,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_AB4818_04.csv
DF1020,2025-10-07T00:40:19,29.0,77.0,3.0,22.31777,114.171015,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF1020_04.csv
DF3633,2025-10-07T00:40:27,27.5,81.0,3.0,22.333017,114.204519,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3633_04.csv
DF3637,2025-10-07T00:30:43,27.9,86.0,3.0,22.332194,114.204583,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3637_04.csv
DF3644,2025-10-07T00:40:35,27.9,79.9,5.0,22.331033,114.204639,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3644_02.csv
DF3647,2025-10-07T00:30:48,29.2,81.0,3.0,22.330369,114.20464,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3647_04.csv
DF3651,2025-10-07T00:40:17,29.0,80.4,3.0,22.329522,114.204611,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3651_04.csv
DF3654,2025-10-07T00:30:55,29.4,78.0,3.0,22.328862,114.204576,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3654_04.csv
E7692,2025-10-07T00:30:52,27.8,85.0,3.0,22.321696,114.209811,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_E7692_04.csv
E7710,2025-10-07T00:30:58,28.0,85.0,3.0,22.321498,114.207796,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_E7710_04.csv
GF0710,2025-10-07T00:30:39,28.0,78.0,3.0,22.32187,114.211365,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF0710_04.csv
GF3638,2025-10-07T00:30:02,28.4,87.0,3.0,22.314722,114.223885,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3638_04.csv
GF3640,2025-10-07T00:30:55,28.8,80.0,3.0,22.31493,114.224662,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3640_04.csv
GF3643,2025-10-07T00:40:33,29.1,83.0,3.0,22.314587,114.225609,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3643_04.csv
GF3644,2025-10-07T00:40:02,28.4,89.0,3.0,22.314045,114.225841,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3644_04.csv
GF3831,2025-10-07T00:40:41,27.5,88.0,3.0,22.309247,114.212971,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3831_04.csv
GF3839,2025-10-07T00:40:17,27.4,87.0,3.0,22.308653,114.211115,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3839_04.csv
GF3842,2025-10-07T00:40:10,27.5,84.0,3.0,22.308226,114.211083,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3842_04.csv
GF3844,2025-10-07T00:30:59,27.5,88.4,3.0,22.308128,114.211521,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3844_04.csv
GF3846,2025-10-07T00:30:45,27.6,83.0,3.0,22.308413,114.211648,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3846_04.csv
GF3851,2025-10-07T00:40:42,27.1,87.0,3.0,22.308709,114.211864,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3851_04.csv
AB4818,2025-10-07T01:00:36,28.3,79.0,3.0,22.315157,114.224991,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_AB4818_04.csv
DF1020,2025-10-07T01:10:19,29.0,76.0,3.0,22.31777,114.171015,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF1020_04.csv
DF3633,2025-10-07T01:00:28,27.3,81.0,3.0,22.333017,114.204519,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3633_04.csv
DF3637,2025-10-07T01:00:44,27.6,86.0,3.0,22.332194,114.204583,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3637_04.csv
DF3644,2025-10-07T01:00:36,27.9,79.0,5.0,22.331033,114.204639,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3644_02.csv
DF3647,2025-10-07T01:00:49,29.7,79.0,3.0,22.330369,114.20464,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3647_04.csv
DF3651,2025-10-07T01:10:17,29.2,79.0,3.0,22.329522,114.204611,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3651_04.csv
DF3654,2025-10-07T01:00:55,28.9,82.0,3.0,22.328862,114.204576,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3654_04.csv
E7692,2025-10-07T01:00:52,27.7,85.0,3.0,22.321696,114.209811,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_E7692_04.csv
E7710,2025-10-07T01:00:59,27.8,85.0,3.0,22.321498,114.207796,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_E7710_04.csv
GF0710,2025-10-07T01:00:40,27.8,79.1,3.0,22.32187,114.211365,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF0710_04.csv
GF3638,2025-10-07T01:00:34,28.2,87.0,3.0,22.314722,114.223885,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3638_04.csv
GF3640,2025-10-07T01:00:56,29.2,78.0,3.0,22.31493,114.224662,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3640_04.csv
GF3643,2025-10-07T01:00:33,28.9,84.0,3.0,22.314587,114.225609,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3643_04.csv
GF3644,2025-10-07T01:10:02,28.2,89.6,3.0,22.314045,114.225841,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3644_04.csv
GF3831,2025-10-07T01:00:41,27.3,89.0,3.0,22.309247,114.212971,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3831_04.csv
GF3839,2025-10-07T01:10:18,27.3,88.0,3.0,22.308653,114.211115,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3839_04.csv
GF3842,2025-10-07T01:10:11,27.4,85.0,3.0,22.308226,114.211083,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3842_04.csv
GF3844,2025-10-07T01:10:00,27.3,90.0,3.0,22.308128,114.211521,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3844_04.csv
GF3846,2025-10-07T01:00:46,27.4,84.0,3.0,22.308413,114.211648,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3846_04.csv
GF3851,2025-10-07T01:00:42,27.1,87.0,3.0,22.308709,114.211864,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3851_04.csv
AB4818,2025-10-07T01:30:36,28.5,79.0,3.0,22.315157,114.224991,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_AB4818_04.csv
DF1020,2025-10-07T01:30:20,28.9,76.0,3.0,22.31777,114.171015,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF1020_04.csv
DF3633,2025-10-07T01:30:29,27.0,80.0,3.0,22.333017,114.204519,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3633_04.csv
DF3637,2025-10-07T01:20:44,27.5,85.0,3.0,22.332194,114.204583,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3637_04.csv
DF3644,2025-10-07T01:20:36,27.7,78.0,5.0,22.331033,114.204639,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3644_02.csv
DF3647,2025-10-07T01:20:49,29.2,79.0,3.0,22.330369,114.20464,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3647_04.csv
DF3651,2025-10-07T01:30:18,29.0,78.0,3.0,22.329522,114.204611,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3651_04.csv
DF3654,2025-10-07T01:20:56,29.2,77.2,3.0,22.328862,114.204576,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3654_04.csv
E7692,2025-10-07T01:20:53,27.6,85.0,3.0,22.321696,114.209811,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_E7692_04.csv
E7710,2025-10-07T01:30:00,27.7,86.4,3.0,22.321498,114.207796,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_E7710_04.csv
GF0710,2025-10-07T01:20:40,27.7,80.0,3.0,22.32187,114.211365,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF0710_04.csv
GF3640,2025-10-07T01:20:56,29.3,78.8,3.0,22.31493,114.224662,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3640_04.csv
GF3643,2025-10-07T01:30:33,28.7,85.0,3.0,22.314587,114.225609,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3643_04.csv
GF3644,2025-10-07T01:30:03,28.1,90.0,3.0,22.314045,114.225841,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3644_04.csv
GF3831,2025-10-07T01:20:42,27.3,89.0,3.0,22.309247,114.212971,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3831_04.csv
GF3839,2025-10-07T01:30:19,27.3,87.0,3.0,22.308653,114.211115,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3839_04.csv
GF3842,2025-10-07T01:30:11,27.4,84.9,3.0,22.308226,114.211083,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3842_04.csv
GF3844,2025-10-07T01:30:00,27.3,89.0,3.0,22.308128,114.211521,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3844_04.csv
GF3846,2025-10-07T01:20:46,27.4,84.0,3.0,22.308413,114.211648,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3846_04.csv
GF3851,2025-10-07T01:20:43,27.0,87.8,3.0,22.308709,114.211864,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_GF3851_04.csv
AB4818,2025-10-07T02:10:37,28.3,79.0,3.0,22.315157,114.224991,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_AB4818_04.csv
DF1020,2025-10-07T02:20:21,28.8,75.0,3.0,22.31777,114.171015,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF1020_04.csv
DF3633,2025-10-07T02:10:29,26.9,80.0,3.0,22.333017,114.204519,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3633_04.csv
DF3637,2025-10-07T02:10:45,27.1,85.0,3.0,22.332194,114.204583,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3637_04.csv
DF3644,2025-10-07T02:10:37,27.3,78.0,5.0,22.331033,114.204639,https://data.weather.gov.hk/weatherAPI/hko_data/csdi/dataset/smart-lamppost_DF3644_02.csv
